,x
377,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
378,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
379,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
380,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
381,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
382,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
383,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
384,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
385,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
386,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
387,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
388,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
389,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
390,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
391,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
392,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
393,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
394,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
395,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
396,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
397,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
398,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
399,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
400,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
401,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
402,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
403,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
404,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
405,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
406,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
407,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
408,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
409,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
410,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
411,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
412,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
413,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
414,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
415,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
416,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
417,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
418,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
419,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
420,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
421,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
422,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
423,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
424,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
425,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
426,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
427,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
428,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
429,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
430,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
431,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
432,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
433,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
434,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
435,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
436,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
437,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
438,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
439,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
440,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
441,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
442,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
443,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18]]"
444,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59]]"
445,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44]]"
446,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26]]"
447,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69]]"
448,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47]]"
449,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75]]"
450,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26]]"
451,"[[5, 2, 6, 17, 1, 57, 41, 42, 25, 14, 18], [3, 9, 8, 43, 58, 2, 6, 1, 26, 59], [4, 60, 61, 62, 2, 6, 1, 15, 44], [45, 4, 46, 63, 64, 6, 1, 26], [8, 3, 65, 66, 67, 68, 69], [33, 70, 27, 1, 15, 71, 72, 6, 26, 47], [3, 27, 4, 19, 73, 74, 2, 6, 1, 75], [10, 11, 7, 12, 76, 2, 6, 1, 26], [33, 77, 78, 79, 80, 81]]"
